[2026-05-20T08:06:09-03:00] launching RealRAG HotpotQA R2 rank curve full run
[2026-05-20T11:06:09.620Z] REALRAG_R2_START model=local-vllm endpoint=http://192.168.15.133:11435/v1/chat/completions limit=7405 concurrency=2
[2026-05-20T11:06:10.266Z] dataset_loaded records=7405 sha256=4e9ecb5c8d3b719f624d66b60f8d56bf227f03914f5f0753d6fa1b359d7104ea
[2026-05-20T12:05:47.954Z] progress completed=24400/44304 last=5ae12bcc5542997b2ef7d11a/rank_8 closure=0
[2026-05-20T12:06:02.693Z] progress completed=24500/44304 last=5a863ff0554299211dda2ac6/rank_3 closure=0
[2026-05-20T12:06:17.355Z] progress completed=24600/44304 last=5ac0aa955542997d64295a49/rank_last closure=0
[2026-05-20T12:06:31.192Z] progress completed=24700/44304 last=5a89e2785542992e4fca843d/rank_8 closure=0
[2026-05-20T12:06:45.105Z] progress completed=24800/44304 last=5abe689a55429976d4830b16/rank_3 closure=1
[2026-05-20T12:06:59.102Z] progress completed=24900/44304 last=5ae4f96755429913cc204551/no_support closure=0
[2026-05-20T12:07:14.469Z] progress completed=25000/44304 last=5abe80a855429976d4830b43/rank_8 closure=1
[2026-05-20T12:07:28.169Z] progress completed=25100/44304 last=5ac0e064554299012d1db64e/rank_1 closure=0
[2026-05-20T12:07:41.725Z] progress completed=25200/44304 last=5ac07327554299012d1db5f2/no_support closure=0
[2026-05-20T12:07:55.981Z] progress completed=25300/44304 last=5abf08985542997719eab625/rank_5 closure=0
[2026-05-20T12:08:10.396Z] progress completed=25400/44304 last=5ab7b0575542992aa3b8c83d/rank_3 closure=1
[2026-05-20T12:08:24.000Z] progress completed=25500/44304 last=5ae1681b554299422ee9967c/no_support closure=0
[2026-05-20T12:08:37.505Z] progress completed=25600/44304 last=5a7c6ed3554299683c1c6306/rank_8 closure=0
[2026-05-20T12:08:51.180Z] progress completed=25700/44304 last=5ab661ac5542995eadeeffb1/rank_3 closure=0
[2026-05-20T12:09:06.492Z] progress completed=25800/44304 last=5ae226bd5542994d89d5b379/rank_last closure=1
[2026-05-20T12:09:22.518Z] progress completed=25900/44304 last=5ae4ad375542995dadf243a4/rank_8 closure=0
[2026-05-20T12:09:35.734Z] progress completed=26000/44304 last=5a8887a055429938390d3f72/rank_3 closure=1
[2026-05-20T12:09:50.226Z] progress completed=26100/44304 last=5a88f180554299206df2b3cc/rank_last closure=1
[2026-05-20T12:10:07.101Z] progress completed=26200/44304 last=5a8d4cf35542994ba4e3dc5f/rank_8 closure=0
[2026-05-20T12:10:22.305Z] progress completed=26300/44304 last=5a8a1a9c5542992d82986ebb/rank_3 closure=1
[2026-05-20T12:10:36.303Z] progress completed=26400/44304 last=5adfa92d55429942ec259ae0/rank_1 closure=0
[2026-05-20T12:10:50.705Z] progress completed=26500/44304 last=5ae0038655429925eb1afbe0/rank_8 closure=0
[2026-05-20T12:11:06.095Z] progress completed=26600/44304 last=5a7f1ad155429934daa2fce2/rank_1 closure=1
[2026-05-20T12:11:21.016Z] progress completed=26700/44304 last=5a809fe75542996402f6a5ba/rank_last closure=1
[2026-05-20T12:11:34.871Z] progress completed=26800/44304 last=5abdcea955429965af743e5a/rank_8 closure=1
[2026-05-20T12:11:49.566Z] progress completed=26900/44304 last=5a8ab6be5542992d82986f5f/rank_1 closure=0
[2026-05-20T12:12:04.420Z] progress completed=27000/44304 last=5addb1515542995b365fab60/rank_last closure=1
[2026-05-20T12:12:20.249Z] progress completed=27100/44304 last=5ae6371155429929b0807af1/rank_8 closure=0
[2026-05-20T12:12:34.351Z] progress completed=27200/44304 last=5a7e052d5542995f4f40238e/rank_3 closure=1
[2026-05-20T12:12:49.709Z] progress completed=27300/44304 last=5a7c00a55542996dd594b87e/no_support closure=0
[2026-05-20T12:13:04.764Z] progress completed=27400/44304 last=5abb8ebe5542993f40c73b2d/rank_8 closure=1
[2026-05-20T12:13:20.935Z] progress completed=27500/44304 last=5ab30f9a554299233954fef2/rank_3 closure=1
[2026-05-20T12:13:34.561Z] progress completed=27600/44304 last=5abc715f5542993a06baf8ea/rank_last closure=1
[2026-05-20T12:13:48.326Z] progress completed=27700/44304 last=5abe6f8455429965af743f03/rank_8 closure=1
[2026-05-20T12:14:02.503Z] progress completed=27800/44304 last=5a73d4385542992d56e7e3b1/rank_3 closure=1
[2026-05-20T12:14:16.923Z] progress completed=27900/44304 last=5ae74fc45542997b22f6a6b4/no_support closure=1
[2026-05-20T12:14:31.534Z] progress completed=28000/44304 last=5a8d12ca5542994ba4e3dbe2/rank_8 closure=0
[2026-05-20T12:14:44.972Z] progress completed=28100/44304 last=5a85c3a15542992a431d1b97/rank_3 closure=0
[2026-05-20T12:15:00.362Z] progress completed=28200/44304 last=5ab271fe554299449642c8a6/no_support closure=0
[2026-05-20T12:15:16.245Z] progress completed=28300/44304 last=5a817f6655429938b6142349/rank_8 closure=1
[2026-05-20T12:15:31.154Z] progress completed=28400/44304 last=5ae09ec055429924de1b7116/rank_3 closure=0
[2026-05-20T12:15:46.532Z] progress completed=28500/44304 last=5ac2ab9455429967731025f0/rank_last closure=0
[2026-05-20T12:16:02.945Z] progress completed=28600/44304 last=5a88c92d5542993b751ca84e/rank_8 closure=0
[2026-05-20T12:16:17.683Z] progress completed=28700/44304 last=5a84e0a45542991dd0999e11/rank_3 closure=1
[2026-05-20T12:16:31.881Z] progress completed=28800/44304 last=5a8f6e295542992414482ac6/no_support closure=0
[2026-05-20T12:16:46.499Z] progress completed=28900/44304 last=5a80707e5542992bc0c4a70e/rank_8 closure=1
[2026-05-20T12:17:02.317Z] progress completed=29000/44304 last=5abd27ba5542993062266ba7/rank_3 closure=0
[2026-05-20T12:17:17.100Z] progress completed=29100/44304 last=5ab6ba245542995eadef007f/no_support closure=0
[2026-05-20T12:17:31.813Z] progress completed=29200/44304 last=5adcdc6c5542992c1e3a2437/rank_8 closure=0
[2026-05-20T12:17:46.788Z] progress completed=29300/44304 last=5a73b8d655429908901be31f/rank_3 closure=0
[2026-05-20T12:18:01.049Z] progress completed=29400/44304 last=5a835a265542992ef85e2281/no_support closure=0
[2026-05-20T12:18:15.313Z] progress completed=29500/44304 last=5ac3d2ac554299741d48a330/rank_8 closure=0
[2026-05-20T12:18:28.743Z] progress completed=29600/44304 last=5a8782f25542996e4f308818/rank_3 closure=0
[2026-05-20T12:18:42.395Z] progress completed=29700/44304 last=5abb8a9b5542996cc5e4a016/no_support closure=0
[2026-05-20T12:18:57.075Z] progress completed=29800/44304 last=5ae530e355429908b6326561/rank_8 closure=0
[2026-05-20T12:19:12.433Z] progress completed=29900/44304 last=5ae560155542990ba0bbb293/rank_3 closure=0
[2026-05-20T12:19:26.238Z] progress completed=30000/44304 last=5adda8d45542995b365fab59/no_support closure=0
[2026-05-20T12:19:40.423Z] progress completed=30100/44304 last=5a8a06455542992e4fca84db/rank_8 closure=0
[2026-05-20T12:19:55.377Z] progress completed=30200/44304 last=5a85bc2d5542994c784ddb70/rank_3 closure=1
[2026-05-20T12:20:09.338Z] progress completed=30300/44304 last=5ae0cddc55429945ae959459/no_support closure=0
[2026-05-20T12:20:24.795Z] progress completed=30400/44304 last=5ab2383155429970612095c1/rank_8 closure=0
[2026-05-20T12:20:42.306Z] progress completed=30500/44304 last=5a7b22f8554299042af8f6ff/rank_3 closure=0
[2026-05-20T12:20:57.852Z] progress completed=30600/44304 last=5abd02605542992ac4f381a2/rank_last closure=0
[2026-05-20T12:21:14.042Z] progress completed=30700/44304 last=5a722c2255429971e9dc932c/rank_8 closure=0
[2026-05-20T12:21:29.020Z] progress completed=30800/44304 last=5ab80bbf5542991d32223818/rank_3 closure=1
[2026-05-20T12:21:44.169Z] progress completed=30900/44304 last=5a7bea3d5542996dd594b847/no_support closure=0
[2026-05-20T12:21:59.313Z] progress completed=31000/44304 last=5abbf8bc5542993f40c73c35/rank_8 closure=0
[2026-05-20T12:22:15.262Z] progress completed=31100/44304 last=5ab40e1c5542996a3a969f00/rank_3 closure=1
[2026-05-20T12:22:28.659Z] progress completed=31200/44304 last=5a81df7d55429926c1cdadaa/no_support closure=1
[2026-05-20T12:22:42.350Z] progress completed=31300/44304 last=5ae3599b5542992e3233c39d/rank_last closure=0
[2026-05-20T12:22:57.919Z] progress completed=31400/44304 last=5ac3d9c9554299204fd21ea3/rank_3 closure=1
[2026-05-20T12:23:13.151Z] progress completed=31500/44304 last=5a7d119d5542995ed0d165d5/no_support closure=0
[2026-05-20T12:23:28.144Z] progress completed=31600/44304 last=5addda9b5542992200553b5b/rank_last closure=1
[2026-05-20T12:23:42.878Z] progress completed=31700/44304 last=5ab66e1355429954757d32b2/rank_3 closure=0
[2026-05-20T12:23:57.860Z] progress completed=31800/44304 last=5adbf84555429947ff17387c/no_support closure=0
[2026-05-20T12:24:12.283Z] progress completed=31900/44304 last=5ade17d255429939a52fe80e/rank_8 closure=0
[2026-05-20T12:24:25.629Z] progress completed=32000/44304 last=5adce4f65542992c1e3a2474/rank_5 closure=0
[2026-05-20T12:24:39.579Z] progress completed=32100/44304 last=5abe76c255429965af743f15/rank_1 closure=1
[2026-05-20T12:24:55.562Z] progress completed=32200/44304 last=5ae0036a55429942ec259bdf/rank_8 closure=0
[2026-05-20T12:25:11.566Z] progress completed=32300/44304 last=5ae52cb955429908b6326540/rank_1 closure=0
[2026-05-20T12:25:25.927Z] progress completed=32400/44304 last=5a905cea55429933b8a204f4/no_support closure=0
[2026-05-20T12:25:39.418Z] progress completed=32500/44304 last=5a84e21d5542997b5ce3ff7c/rank_8 closure=1
[2026-05-20T12:25:54.543Z] progress completed=32600/44304 last=5a81d51a55429903bc27b9d2/rank_3 closure=0
[2026-05-20T12:26:09.180Z] progress completed=32700/44304 last=5a7a1f795542996c55b2dd1b/no_support closure=1
[2026-05-20T12:26:22.500Z] progress completed=32800/44304 last=5adc91865542994ed6169b93/rank_8 closure=0
[2026-05-20T12:26:36.547Z] progress completed=32900/44304 last=5adc760c5542994650320d11/rank_3 closure=1
[2026-05-20T12:26:50.898Z] progress completed=33000/44304 last=5ab9dd9a554299232ef4a231/no_support closure=0
[2026-05-20T12:27:06.521Z] progress completed=33100/44304 last=5abb7d8b5542996cc5e4a006/rank_8 closure=0
[2026-05-20T12:27:22.452Z] progress completed=33200/44304 last=5a810c44554299260e20a221/rank_3 closure=0
[2026-05-20T12:27:36.165Z] progress completed=33300/44304 last=5a7345185542992359bc32cb/rank_last closure=1
[2026-05-20T12:27:50.877Z] progress completed=33400/44304 last=5ac097b05542996f0d89cc18/rank_8 closure=0
[2026-05-20T12:28:07.351Z] progress completed=33500/44304 last=5ab4e48655429942dd415f9c/rank_3 closure=0
[2026-05-20T12:28:23.072Z] progress completed=33600/44304 last=5ab6fcf55542991d32223718/no_support closure=0
[2026-05-20T12:28:37.577Z] progress completed=33700/44304 last=5ae5a3bb55429960a22e0314/rank_8 closure=1
[2026-05-20T12:28:51.923Z] progress completed=33800/44304 last=5a78a7025542990784727710/rank_3 closure=0
[2026-05-20T12:29:06.654Z] progress completed=33900/44304 last=5ab959905542996be2020497/no_support closure=0
[2026-05-20T12:29:22.591Z] progress completed=34000/44304 last=5abffafe5542997d64295988/rank_8 closure=1
[2026-05-20T12:29:37.620Z] progress completed=34100/44304 last=5adecc7755429975fa854f9d/rank_3 closure=1
[2026-05-20T12:29:52.145Z] progress completed=34200/44304 last=5a73bcf055429978a71e909c/no_support closure=1
[2026-05-20T12:30:07.443Z] progress completed=34300/44304 last=5add5ac95542992200553ace/rank_5 closure=0
[2026-05-20T12:30:21.704Z] progress completed=34400/44304 last=5a7108fa5542994082a3e4ef/rank_5 closure=1
[2026-05-20T12:30:35.811Z] progress completed=34500/44304 last=5ab926bc554299131ca42285/rank_last closure=1
[2026-05-20T12:30:50.647Z] progress completed=34600/44304 last=5ae72e5d5542991e8301cba8/rank_8 closure=1
[2026-05-20T12:31:07.077Z] progress completed=34700/44304 last=5ab67c0055429954757d32f6/rank_3 closure=1
[2026-05-20T12:31:22.392Z] progress completed=34800/44304 last=5abdaa0f55429965af743dad/no_support closure=0
[2026-05-20T12:31:37.411Z] progress completed=34900/44304 last=5a9068a95542990a98493621/rank_8 closure=0
[2026-05-20T12:31:50.978Z] progress completed=35000/44304 last=5a8ce55f554299441c6b9f62/rank_1 closure=1
[2026-05-20T12:32:07.210Z] progress completed=35100/44304 last=5a8af11a55429950cd6afc21/rank_1 closure=0
[2026-05-20T12:32:21.701Z] progress completed=35200/44304 last=5abf63f15542997ec76fd3ea/rank_8 closure=0
[2026-05-20T12:32:35.564Z] progress completed=35300/44304 last=5ade64c7554299728e26c710/rank_3 closure=0
[2026-05-20T12:32:49.540Z] progress completed=35400/44304 last=5a7ec6f355429934daa2fc61/no_support closure=1
[2026-05-20T12:33:06.539Z] progress completed=35500/44304 last=5a7bbee85542997c3ec97270/rank_8 closure=0
[2026-05-20T12:33:22.229Z] progress completed=35600/44304 last=5a77626b5542993569682d77/rank_3 closure=0
[2026-05-20T12:33:37.467Z] progress completed=35700/44304 last=5adc46665542994650320cc8/no_support closure=0
[2026-05-20T12:33:52.881Z] progress completed=35800/44304 last=5ae5c7fd554299546bf82f5b/rank_8 closure=1
[2026-05-20T12:34:09.264Z] progress completed=35900/44304 last=5a8b6ee255429950cd6afcfd/rank_1 closure=0
[2026-05-20T12:34:24.009Z] progress completed=36000/44304 last=5a8bd2f95542997f31a41dd2/no_support closure=0
[2026-05-20T12:34:37.966Z] progress completed=36100/44304 last=5ac056385542997d64295a08/rank_8 closure=0
[2026-05-20T12:34:53.518Z] progress completed=36200/44304 last=5ae1cb04554299234fd042fd/rank_3 closure=0
[2026-05-20T12:35:09.137Z] progress completed=36300/44304 last=5a7360235542991f29ee2dc7/no_support closure=0
[2026-05-20T12:35:24.024Z] progress completed=36400/44304 last=5a75447b55429974ef308cbf/rank_8 closure=1
[2026-05-20T12:35:38.333Z] progress completed=36500/44304 last=5addcfd65542997dc790703e/rank_1 closure=0
[2026-05-20T12:35:54.143Z] progress completed=36600/44304 last=5a74b4e555429929fddd84c2/rank_last closure=1
[2026-05-20T12:36:09.093Z] progress completed=36700/44304 last=5abae88c554299660624167e/rank_8 closure=0
[2026-05-20T12:36:22.581Z] progress completed=36800/44304 last=5a775e095542994aec3b72b4/rank_3 closure=1
[2026-05-20T12:36:36.678Z] progress completed=36900/44304 last=5a8ae5d355429970aeb70325/no_support closure=0
[2026-05-20T12:36:51.679Z] progress completed=37000/44304 last=5a7571835542992db9473669/rank_8 closure=0
[2026-05-20T12:37:08.038Z] progress completed=37100/44304 last=5ac2eaab5542990b17b154a4/rank_3 closure=0
[2026-05-20T12:37:22.084Z] progress completed=37200/44304 last=5ab6633b55429954757d3278/rank_last closure=1
[2026-05-20T12:37:36.559Z] progress completed=37300/44304 last=5ab833ad5542990e739ec86f/rank_8 closure=0
[2026-05-20T12:37:51.194Z] progress completed=37400/44304 last=5a7ab1e955429931da12c95d/rank_5 closure=0
[2026-05-20T12:38:07.038Z] progress completed=37500/44304 last=5abc8d00554299700f9d78fd/no_support closure=0
[2026-05-20T12:38:21.734Z] progress completed=37600/44304 last=5ab6f39c554299110f219a79/rank_5 closure=1
[2026-05-20T12:38:35.223Z] progress completed=37700/44304 last=5add292b5542990d50227e0a/rank_3 closure=0
[2026-05-20T12:38:49.229Z] progress completed=37800/44304 last=5a83155c55429954d2e2ec0e/no_support closure=0
[2026-05-20T12:39:05.960Z] progress completed=37900/44304 last=5a7313865542994cef4bc442/rank_8 closure=1
[2026-05-20T12:39:22.518Z] progress completed=38000/44304 last=5ae6050f55429929b0807a5e/rank_1 closure=1
[2026-05-20T12:39:36.310Z] progress completed=38100/44304 last=5ac4c16b5542997ea680cab4/no_support closure=0
[2026-05-20T12:39:53.153Z] progress completed=38200/44304 last=5ab9c7c355429939ce03dc17/rank_8 closure=1
[2026-05-20T12:40:09.035Z] progress completed=38300/44304 last=5a8a429955429930ff3c0d34/rank_3 closure=1
[2026-05-20T12:40:25.209Z] progress completed=38400/44304 last=5ab9e2055542994dbf019884/no_support closure=0
[2026-05-20T12:40:38.985Z] progress completed=38500/44304 last=5a8a764555429930ff3c0de1/rank_8 closure=1
[2026-05-20T12:40:54.132Z] progress completed=38600/44304 last=5adc020e55429947ff1738b4/rank_3 closure=1
[2026-05-20T12:41:10.138Z] progress completed=38700/44304 last=5ae4885e55429970de88d99d/rank_last closure=1
[2026-05-20T12:41:25.419Z] progress completed=38800/44304 last=5a75428b55429916b01642c8/rank_8 closure=0
[2026-05-20T12:41:40.067Z] progress completed=38900/44304 last=5abaee4f5542996cc5e49f15/rank_3 closure=0
[2026-05-20T12:41:56.894Z] progress completed=39000/44304 last=5a7cef6955429909bec768ad/rank_last closure=1
[2026-05-20T12:42:12.191Z] progress completed=39100/44304 last=5a8f876e5542997ba9cb32a1/rank_8 closure=0
[2026-05-20T12:42:25.813Z] progress completed=39200/44304 last=5ae056c755429945ae959319/rank_3 closure=1
[2026-05-20T12:42:39.222Z] progress completed=39300/44304 last=5a7ce6bf55429909bec7686c/no_support closure=0
[2026-05-20T12:42:54.642Z] progress completed=39400/44304 last=5ae65b845542992ae0d162f1/rank_8 closure=0
[2026-05-20T12:43:11.428Z] progress completed=39500/44304 last=5a89df265542992e4fca840d/rank_3 closure=1
[2026-05-20T12:43:27.124Z] progress completed=39600/44304 last=5a7506f455429916b0164240/rank_last closure=0
[2026-05-20T12:43:42.213Z] progress completed=39700/44304 last=5add21555542992ae4cec496/rank_8 closure=1
[2026-05-20T12:43:56.714Z] progress completed=39800/44304 last=5a81624d5542995ce29dcbf1/rank_3 closure=1
[2026-05-20T12:44:11.444Z] progress completed=39900/44304 last=5a8c7232554299585d9e36a6/no_support closure=0
[2026-05-20T12:44:26.294Z] progress completed=40000/44304 last=5a8612d45542996432c5719b/rank_8 closure=0
[2026-05-20T12:44:41.071Z] progress completed=40100/44304 last=5adf3e355542993a75d26440/rank_3 closure=1
[2026-05-20T12:44:58.063Z] progress completed=40200/44304 last=5ab5df4c5542997d4ad1f218/rank_last closure=0
[2026-05-20T12:45:15.325Z] progress completed=40300/44304 last=5ab3849a55429969a97a8170/rank_8 closure=0
[2026-05-20T12:45:31.481Z] progress completed=40400/44304 last=5a8c30f6554299240d9c20d1/rank_3 closure=0
[2026-05-20T12:45:45.556Z] progress completed=40500/44304 last=5a77c15f5542997042120b1c/no_support closure=0
[2026-05-20T12:46:01.008Z] progress completed=40600/44304 last=5a89a99f55429946c8d6e98f/rank_8 closure=0
[2026-05-20T12:46:16.059Z] progress completed=40700/44304 last=5a8a17685542993b751ca9f3/rank_3 closure=0
[2026-05-20T12:46:29.611Z] progress completed=40800/44304 last=5a7c634c55429907fabeef79/rank_last closure=1
[2026-05-20T12:46:42.597Z] progress completed=40900/44304 last=5a89dfcc55429946c8d6e9f0/rank_8 closure=0
[2026-05-20T12:46:59.240Z] progress completed=41000/44304 last=5ab8633c55429919ba4e22d6/rank_5 closure=0
[2026-05-20T12:47:15.485Z] progress completed=41100/44304 last=5a8555ea5542992a431d1b07/rank_last closure=1
[2026-05-20T12:47:30.637Z] progress completed=41200/44304 last=5a71299e5542994082a3e5fe/rank_8 closure=0
[2026-05-20T12:47:45.744Z] progress completed=41300/44304 last=5a79311755429970f5fffe67/rank_1 closure=1
[2026-05-20T12:48:01.466Z] progress completed=41400/44304 last=5ade747555429939a52fe8c5/rank_last closure=0
[2026-05-20T12:48:16.491Z] progress completed=41500/44304 last=5adc2f53554299438c868d6d/rank_8 closure=0
[2026-05-20T12:48:30.726Z] progress completed=41600/44304 last=5ae60db1554299546bf83041/rank_3 closure=1
[2026-05-20T12:48:44.412Z] progress completed=41700/44304 last=5ae644c55542992663a4f27e/no_support closure=0
[2026-05-20T12:49:00.023Z] progress completed=41800/44304 last=5ab4482b55429942dd415f09/rank_8 closure=0
[2026-05-20T12:49:16.972Z] progress completed=41900/44304 last=5ae135fb55429920d523431f/rank_1 closure=1
[2026-05-20T12:49:31.077Z] progress completed=42000/44304 last=5ac259585542992f1f2b3868/no_support closure=0
[2026-05-20T12:49:44.976Z] progress completed=42100/44304 last=5a83b4d35542996488c2e495/rank_8 closure=0
[2026-05-20T12:49:58.900Z] progress completed=42200/44304 last=5ae3a3835542990afbd1e19c/rank_3 closure=1
[2026-05-20T12:50:14.355Z] progress completed=42300/44304 last=5a87e5345542993e715abffb/rank_1 closure=1
[2026-05-20T12:50:28.924Z] progress completed=42400/44304 last=5ab81cd955429916710eaff7/rank_8 closure=0
[2026-05-20T12:50:42.588Z] progress completed=42500/44304 last=5adfe37c554299025d62a377/rank_3 closure=0
[2026-05-20T12:50:58.114Z] progress completed=42600/44304 last=5ab762fb55429928e1fe3857/no_support closure=0
[2026-05-20T12:51:14.822Z] progress completed=42700/44304 last=5ab5ec795542997d4ad1f252/rank_8 closure=1
[2026-05-20T12:51:28.297Z] progress completed=42800/44304 last=5a8398405542993344746050/rank_1 closure=1
[2026-05-20T12:51:43.063Z] progress completed=42900/44304 last=5ae7e8f55542994a481bbe06/no_support closure=0
[2026-05-20T12:51:59.068Z] progress completed=43000/44304 last=5a7c8cea55429935c91b5214/rank_8 closure=0
[2026-05-20T12:52:14.535Z] progress completed=43100/44304 last=5ab3af70554299233954ff81/rank_3 closure=1
[2026-05-20T12:52:28.262Z] progress completed=43200/44304 last=5a775bd65542993569682d6b/rank_1 closure=0
[2026-05-20T12:52:43.053Z] progress completed=43300/44304 last=5ab7948b5542995dae37e969/rank_8 closure=0
[2026-05-20T12:52:59.350Z] progress completed=43400/44304 last=5abd44d955429933744ab760/rank_3 closure=0
[2026-05-20T12:53:14.332Z] progress completed=43500/44304 last=5ac4a7615542996feb3fe92a/no_support closure=0
[2026-05-20T12:53:30.577Z] progress completed=43600/44304 last=5a7be5bd5542997c3ec972ba/rank_8 closure=0
[2026-05-20T12:53:45.912Z] progress completed=43700/44304 last=5a889d18554299206df2b310/rank_3 closure=1
[2026-05-20T12:54:00.887Z] progress completed=43800/44304 last=5abce9ca554299114383a193/rank_last closure=1
[2026-05-20T12:54:16.715Z] progress completed=43900/44304 last=5add53fe5542992200553ab1/rank_8 closure=1
[2026-05-20T12:54:31.919Z] progress completed=44000/44304 last=5a7331de5542994cef4bc4a8/rank_3 closure=0
[2026-05-20T12:54:46.470Z] progress completed=44100/44304 last=5abc23c45542993a06baf896/rank_last closure=1
[2026-05-20T12:55:02.138Z] progress completed=44200/44304 last=5abc0ac455429959677d6a01/rank_8 closure=0
[2026-05-20T12:55:17.041Z] progress completed=44300/44304 last=5a82112955429926c1cdae25/rank_3 closure=0
[2026-05-20T12:55:18.163Z] progress completed=44304/44304 last=5a82112955429926c1cdae25/no_support closure=0
[2026-05-20T12:55:18.988Z] REALRAG_R2_DONE completed=44304/44304
