[2026-05-19T23:54:25-03:00] launching RealRAG HotpotQA R1 FULL dev run
[2026-05-20T02:54:25.523Z] REALRAG_R1_START model=local-vllm endpoint=http://192.168.15.133:11435/v1/chat/completions limit=7405 concurrency=2
[2026-05-20T02:54:26.149Z] dataset_loaded records=7405 sha256=4e9ecb5c8d3b719f624d66b60f8d56bf227f03914f5f0753d6fa1b359d7104ea
[2026-05-20T04:06:57.264Z] progress completed=24800/36920 last=5a899bf955429946c8d6e959/no_support closure=0
[2026-05-20T04:07:15.354Z] progress completed=24900/36920 last=5abbe188554299642a094ba0/oracle_first closure=1
[2026-05-20T04:07:31.629Z] progress completed=25000/36920 last=5adda8d45542995b365fab59/no_support closure=0
[2026-05-20T04:07:48.897Z] progress completed=25100/36920 last=5a7471f655429979e2882955/no_support closure=0
[2026-05-20T04:08:06.993Z] progress completed=25200/36920 last=5add98985542990dbb2f7e82/no_support closure=0
[2026-05-20T04:08:24.509Z] progress completed=25300/36920 last=5abd7d0c55429924427fd010/no_support closure=0
[2026-05-20T04:08:43.569Z] progress completed=25400/36920 last=5a77c74155429967ab105291/no_support closure=0
[2026-05-20T04:09:03.380Z] progress completed=25500/36920 last=5abd02605542992ac4f381a2/no_support closure=0
[2026-05-20T04:09:21.848Z] progress completed=25600/36920 last=5ae2b794554299495565db10/no_support closure=0
[2026-05-20T04:09:39.074Z] progress completed=25700/36920 last=5add48465542992200553a80/no_support closure=0
[2026-05-20T04:09:58.539Z] progress completed=25800/36920 last=5ab42b905542992339550040/no_support closure=0
[2026-05-20T04:10:16.133Z] progress completed=25900/36920 last=5abe7e1d55429976d4830b36/no_support closure=0
[2026-05-20T04:10:32.819Z] progress completed=26000/36920 last=5a81df7d55429926c1cdadaa/no_support closure=1
[2026-05-20T04:10:49.729Z] progress completed=26100/36920 last=5ae0c7e755429945ae95944c/no_support closure=0
[2026-05-20T04:11:07.912Z] progress completed=26200/36920 last=5a773c5c55429966f1a36cbb/no_support closure=0
[2026-05-20T04:11:26.437Z] progress completed=26300/36920 last=5a863114554299211dda2aa5/no_support closure=0
[2026-05-20T04:11:44.044Z] progress completed=26400/36920 last=5adf227a5542992d7e9f92a6/oracle_first closure=1
[2026-05-20T04:12:01.548Z] progress completed=26500/36920 last=5adbf84555429947ff17387c/no_support closure=0
[2026-05-20T04:12:18.102Z] progress completed=26600/36920 last=5ade664555429939a52fe89c/no_support closure=0
[2026-05-20T04:12:34.406Z] progress completed=26700/36920 last=5add8ec55542997545bbbd7e/no_support closure=0
[2026-05-20T04:12:52.249Z] progress completed=26800/36920 last=5ac120c55542992a796dedfc/no_support closure=0
[2026-05-20T04:13:11.946Z] progress completed=26900/36920 last=5a77cb5e55429967ab1052a7/distractor_first closure=0
[2026-05-20T04:13:29.180Z] progress completed=27000/36920 last=5a905cea55429933b8a204f4/no_support closure=0
[2026-05-20T04:13:45.398Z] progress completed=27100/36920 last=5adf4b335542993a75d264a5/no_support closure=0
[2026-05-20T04:14:03.715Z] progress completed=27200/36920 last=5a7e1cd955429965cec5ea76/no_support closure=0
[2026-05-20T04:14:20.643Z] progress completed=27300/36920 last=5ac275e755429921a00aaf81/distractor_first closure=1
[2026-05-20T04:14:37.102Z] progress completed=27400/36920 last=5a74d9c555429929fddd84fb/no_support closure=0
[2026-05-20T04:14:55.037Z] progress completed=27500/36920 last=5ab9dd9a554299232ef4a231/no_support closure=0
[2026-05-20T04:15:14.323Z] progress completed=27600/36920 last=5a89d26b5542992e4fca83d1/no_support closure=0
[2026-05-20T04:15:32.014Z] progress completed=27700/36920 last=5adbd70c55429947ff173843/no_support closure=0
[2026-05-20T04:15:48.989Z] progress completed=27800/36920 last=5ae4563e5542996836b02c7f/no_support closure=0
[2026-05-20T04:16:07.535Z] progress completed=27900/36920 last=5ab3f6b9554299753aec5a03/oracle_first closure=1
[2026-05-20T04:16:26.094Z] progress completed=28000/36920 last=5ab6fcf55542991d32223718/no_support closure=0
[2026-05-20T04:16:43.012Z] progress completed=28100/36920 last=5a7184675542994082a3e864/no_support closure=0
[2026-05-20T04:17:00.259Z] progress completed=28200/36920 last=5abae1055542996cc5e49ec9/no_support closure=0
[2026-05-20T04:17:19.092Z] progress completed=28300/36920 last=5abbc96755429931dba1452c/oracle_first closure=0
[2026-05-20T04:17:36.584Z] progress completed=28400/36920 last=5a845d735542996488c2e52e/no_support closure=0
[2026-05-20T04:17:55.266Z] progress completed=28500/36920 last=5a73bcf055429978a71e909c/no_support closure=1
[2026-05-20T04:18:13.295Z] progress completed=28600/36920 last=5ab9c3e1554299753720f852/distractor_first closure=0
[2026-05-20T04:18:29.859Z] progress completed=28700/36920 last=5a7f567e5542992097ad2f22/no_support closure=0
[2026-05-20T04:18:47.065Z] progress completed=28800/36920 last=5adbd1d25542994650320bf6/no_support closure=0
[2026-05-20T04:19:06.501Z] progress completed=28900/36920 last=5a7d1bf65542995ed0d165f0/no_support closure=0
[2026-05-20T04:19:24.624Z] progress completed=29000/36920 last=5abdaa0f55429965af743dad/no_support closure=0
[2026-05-20T04:19:41.749Z] progress completed=29100/36920 last=5abb76fa5542992ccd8e7f48/no_support closure=0
[2026-05-20T04:19:58.243Z] progress completed=29200/36920 last=5ab87fa255429934fafe6e00/no_support closure=0
[2026-05-20T04:20:16.747Z] progress completed=29300/36920 last=5ab1c693554299722f9b4c66/distractor_first closure=0
[2026-05-20T04:20:33.202Z] progress completed=29400/36920 last=5a7bcbc8554299294a54aae2/no_support closure=1
[2026-05-20T04:20:49.900Z] progress completed=29500/36920 last=5a7ec6f355429934daa2fc61/no_support closure=0
[2026-05-20T04:21:09.644Z] progress completed=29600/36920 last=5a72a9ac5542991f9a20c55f/no_support closure=0
[2026-05-20T04:21:28.640Z] progress completed=29700/36920 last=5ab25004554299722f9b4cd7/no_support closure=0
[2026-05-20T04:21:46.492Z] progress completed=29800/36920 last=5a8aed1555429970aeb70334/oracle_first closure=1
[2026-05-20T04:22:06.252Z] progress completed=29900/36920 last=5ae63dad55429929b0807afe/no_support closure=0
[2026-05-20T04:22:23.531Z] progress completed=30000/36920 last=5a8bd2f95542997f31a41dd2/no_support closure=0
[2026-05-20T04:22:39.712Z] progress completed=30100/36920 last=5abfa2255542993fe9a41e18/no_support closure=0
[2026-05-20T04:22:58.445Z] progress completed=30200/36920 last=5a8f15ec554299458435d552/oracle_first closure=0
[2026-05-20T04:23:16.099Z] progress completed=30300/36920 last=5a7cc9db55429907fabef036/no_support closure=0
[2026-05-20T04:23:33.010Z] progress completed=30400/36920 last=5ab5035b5542996a3a969ff8/no_support closure=0
[2026-05-20T04:23:52.620Z] progress completed=30500/36920 last=5a74b4e555429929fddd84c2/no_support closure=0
[2026-05-20T04:24:10.129Z] progress completed=30600/36920 last=5ae123875542997b2ef7d0fa/no_support closure=0
[2026-05-20T04:24:27.065Z] progress completed=30700/36920 last=5adffd4755429906c02daa9b/no_support closure=0
[2026-05-20T04:24:44.107Z] progress completed=30800/36920 last=5a7c651a55429935c91b5188/no_support closure=0
[2026-05-20T04:25:03.813Z] progress completed=30900/36920 last=5a81b7205542990a1d231e79/no_support closure=0
[2026-05-20T04:25:20.398Z] progress completed=31000/36920 last=5ab6633b55429954757d3278/no_support closure=0
[2026-05-20T04:25:37.579Z] progress completed=31100/36920 last=5adfa3da554299025d62a317/no_support closure=0
[2026-05-20T04:25:55.165Z] progress completed=31200/36920 last=5ac023045542996f0d89cb32/oracle_first closure=0
[2026-05-20T04:26:13.088Z] progress completed=31300/36920 last=5ae5f1a8554299546bf82fd9/no_support closure=0
[2026-05-20T04:26:29.796Z] progress completed=31400/36920 last=5a85018d5542997b5ce3ff98/no_support closure=0
[2026-05-20T04:26:45.629Z] progress completed=31500/36920 last=5a83155c55429954d2e2ec0e/no_support closure=0
[2026-05-20T04:27:05.466Z] progress completed=31600/36920 last=5ae72f75554299572ea5476c/distractor_first closure=0
[2026-05-20T04:27:23.338Z] progress completed=31700/36920 last=5ab6a2be554299710c8d1f08/no_support closure=0
[2026-05-20T04:27:41.969Z] progress completed=31800/36920 last=5ac371aa5542995ef918c191/distractor_first closure=0
[2026-05-20T04:28:00.653Z] progress completed=31900/36920 last=5a90492655429933b8a204d8/no_support closure=0
[2026-05-20T04:28:19.549Z] progress completed=32000/36920 last=5ab9e2055542994dbf019884/no_support closure=0
[2026-05-20T04:28:36.455Z] progress completed=32100/36920 last=5abc095c5542993f40c73c5d/distractor_first closure=1
[2026-05-20T04:28:54.326Z] progress completed=32200/36920 last=5a7e618155429949594199b0/distractor_first closure=1
[2026-05-20T04:29:13.222Z] progress completed=32300/36920 last=5add6b595542992200553b0c/no_support closure=0
[2026-05-20T04:29:30.667Z] progress completed=32400/36920 last=5a8314bd55429966c78a6b2a/no_support closure=1
[2026-05-20T04:29:48.993Z] progress completed=32500/36920 last=5a7cef6955429909bec768ad/no_support closure=0
[2026-05-20T04:30:07.149Z] progress completed=32600/36920 last=5ae389fc5542992f92d8230f/no_support closure=0
[2026-05-20T04:30:24.276Z] progress completed=32700/36920 last=5aba18ee5542994dbf0198b4/no_support closure=0
[2026-05-20T04:30:41.136Z] progress completed=32800/36920 last=5ae394e05542990afbd1e18d/no_support closure=0
[2026-05-20T04:30:59.789Z] progress completed=32900/36920 last=5a800ca555429969796c1bac/no_support closure=0
[2026-05-20T04:31:18.562Z] progress completed=33000/36920 last=5a7506f455429916b0164240/no_support closure=0
[2026-05-20T04:31:36.043Z] progress completed=33100/36920 last=5ab472a35542991779162c98/no_support closure=0
[2026-05-20T04:31:53.606Z] progress completed=33200/36920 last=5a77863555429949eeb29ec6/no_support closure=0
[2026-05-20T04:32:10.689Z] progress completed=33300/36920 last=5a73830d55429908901be2da/no_support closure=0
[2026-05-20T04:32:28.406Z] progress completed=33400/36920 last=5ae10df355429920d52342ac/no_support closure=0
[2026-05-20T04:32:46.187Z] progress completed=33500/36920 last=5ab5df4c5542997d4ad1f218/distractor_first closure=0
[2026-05-20T04:33:06.407Z] progress completed=33600/36920 last=5adff2aa554299603e4183d0/no_support closure=0
[2026-05-20T04:33:25.354Z] progress completed=33700/36920 last=5ab2beba554299166977408f/no_support closure=0
[2026-05-20T04:33:41.840Z] progress completed=33800/36920 last=5ab98608554299131ca42362/no_support closure=0
[2026-05-20T04:33:58.574Z] progress completed=33900/36920 last=5ab7d12f55429928e1fe391f/no_support closure=0
[2026-05-20T04:34:16.458Z] progress completed=34000/36920 last=5a7c634c55429907fabeef79/no_support closure=0
[2026-05-20T04:34:31.728Z] progress completed=34100/36920 last=5a87d8215542994775f60800/distractor_first closure=0
[2026-05-20T04:34:49.726Z] progress completed=34200/36920 last=5a8bd9c95542997f31a41de2/distractor_first closure=0
[2026-05-20T04:35:09.643Z] progress completed=34300/36920 last=5ab44a775542991779162c57/no_support closure=0
[2026-05-20T04:35:26.698Z] progress completed=34400/36920 last=5a7f8b8c5542995d8a8ddea1/no_support closure=0
[2026-05-20T04:35:45.130Z] progress completed=34500/36920 last=5ade747555429939a52fe8c5/distractor_first closure=0
[2026-05-20T04:36:03.640Z] progress completed=34600/36920 last=5a7b116a554299042af8f6c4/no_support closure=0
[2026-05-20T04:36:21.261Z] progress completed=34700/36920 last=5ae4869755429970de88d99a/no_support closure=0
[2026-05-20T04:36:37.712Z] progress completed=34800/36920 last=5a90cb205542995651fb51fe/no_support closure=0
[2026-05-20T04:36:55.806Z] progress completed=34900/36920 last=5a86ea445542994775f60780/no_support closure=0
[2026-05-20T04:37:15.471Z] progress completed=35000/36920 last=5ac259585542992f1f2b3868/no_support closure=0
[2026-05-20T04:37:32.212Z] progress completed=35100/36920 last=5a7ce50f55429909bec76869/no_support closure=0
[2026-05-20T04:37:48.461Z] progress completed=35200/36920 last=5a9051615542995651fb5136/no_support closure=0
[2026-05-20T04:38:06.238Z] progress completed=35300/36920 last=5a861c0d5542994775f606f7/no_support closure=0
[2026-05-20T04:38:23.785Z] progress completed=35400/36920 last=5a75eb125542994ccc918659/no_support closure=0
[2026-05-20T04:38:40.564Z] progress completed=35500/36920 last=5ab69e8755429954757d3334/oracle_first closure=1
[2026-05-20T04:38:59.551Z] progress completed=35600/36920 last=5ae80f73554299540e5a5722/bm25_retrieved closure=0
[2026-05-20T04:39:17.463Z] progress completed=35700/36920 last=5a839c8b5542996488c2e479/no_support closure=0
[2026-05-20T04:39:35.911Z] progress completed=35800/36920 last=5a80b4d1554299260e20a134/no_support closure=0
[2026-05-20T04:39:52.559Z] progress completed=35900/36920 last=5a7e59c855429934daa2fc0f/no_support closure=0
[2026-05-20T04:40:10.837Z] progress completed=36000/36920 last=5ae6911955429908198fa626/no_support closure=0
[2026-05-20T04:40:27.876Z] progress completed=36100/36920 last=5a8f7c9a55429918e830d239/no_support closure=0
[2026-05-20T04:40:45.395Z] progress completed=36200/36920 last=5ab84bf555429916710eb01f/distractor_first closure=1
[2026-05-20T04:41:04.709Z] progress completed=36300/36920 last=5ac5461d5542993e66e82296/no_support closure=1
[2026-05-20T04:41:23.502Z] progress completed=36400/36920 last=5ab67bd355429954757d32f2/no_support closure=0
[2026-05-20T04:41:40.983Z] progress completed=36500/36920 last=5abce9ca554299114383a193/no_support closure=0
[2026-05-20T04:41:59.374Z] progress completed=36600/36920 last=5abcf84d55429959677d6b86/distractor_first closure=0
[2026-05-20T04:42:17.975Z] progress completed=36700/36920 last=5a8c6342554299240d9c214a/no_support closure=0
[2026-05-20T04:42:34.240Z] progress completed=36800/36920 last=5a726b0f5542997f827839be/distractor_first closure=0
[2026-05-20T04:42:52.225Z] progress completed=36900/36920 last=5aba7c7155429955dce3ee58/no_support closure=0
[2026-05-20T04:42:55.705Z] progress completed=36920/36920 last=5a82112955429926c1cdae25/no_support closure=0
[2026-05-20T04:42:56.447Z] REALRAG_R1_DONE completed=36920/36920
